AEC1   271.1   76.6  0  0    0.83    1.75
AEC2   214.9   81.9  0  0    0.24    1.28
AEC3   164.5   82.5  0  0    0.24    1.26
A10A   355.7   83.0  0  0    0.34    1.31
              32  16  12   4 1
AAS1   160.0   95.2  1  1    0.00    0.00
AAS2   212.0   94.5 -1 -1    0.00    0.00
ACC1   131.9   97.4  1  1    0.00    0.00
AEC1   184.0   96.5  1  1    0.00    0.00
AEC2   177.4   98.2 -1  1    0.00    0.00
AEC3   158.8   98.4  1  1    0.00    0.00
AID1   172.6   98.5 -1  1    0.00    0.00
A02A   172.7   97.5 -1  1    0.00    0.00
A03A   166.3   96.2  1  1    0.00    0.00
A04A   150.5   97.0  1  1    0.00    0.00
A05A   151.5   97.6  1  1    0.00    0.00
A06A   154.8   97.8  1  1    0.00    0.00
A02A   172.7   97.5  0  0    0.90    1.30
A03A   166.3   96.2  0  0    0.99    1.40
A04A   150.5   97.0  0  0    0.39    1.37
A06A   154.8   97.8  0  0    0.27    1.31
              33  16   9   7 1
AAS2   307.8  108.9  1 -1    0.00    0.00
ACC1    49.3   98.9  1  1    0.00    0.00
AEC1   299.3   97.7 -1 -1    0.00    0.00
AEC2   226.0   95.5 -1  1    0.00    0.00
AEC3   149.2   97.1  1 -1    0.00    0.00
AID1   195.5   98.8  1  1    0.00    0.00
A05A    67.9   77.4  1  1    0.00    0.00
A12A    15.4   98.9  1  1    0.00    0.00
A14A   324.6   99.0 -1 -1    0.00    0.00
AAS2   307.8  108.9  0  0   -0.03    0.86
AEC1   299.3   97.7  0  0    0.58    1.22
AEC2   226.0   95.5  0  0    0.19    1.35
AEC3   149.2   97.1  0  0    0.24    1.35
AID1   195.5   98.8  0  0   -0.11    1.19
A12A    15.4   98.9  0  0    0.68    1.22
A14A   324.6   99.0  0  0   -0.15    1.16
              34  12  11   1 1
AAS1   321.4   54.5 -1 -1    0.00    0.00
AAS2   288.4  101.7  1  1    0.00    0.00
AEC1   259.0   85.1  1 -1    0.00    0.00
AEC2   206.0  100.9  1  1    0.00    0.00
AEC3   161.7  101.7 -1  1    0.00    0.00
AID1   189.7  102.1  1  1    0.00    0.00
A05A   137.4   76.0  1  1    0.00    0.00
A07A   159.2   88.5  1  1    0.00    0.00
A08A   353.0  102.6  1  1    0.00    0.00
A10A     1.3   97.9  1  1    0.00    0.00
A11A   311.7  101.7  1  1    0.00    0.00
A08A   353.0  102.6  0  0    0.46    1.03
              35  11   9   2 1
AAS1   324.5   64.0 -1 -1    0.00    0.00
AAS2   291.8   95.8  1  1    0.00    0.00
